Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],HX711_readings,Applied_Torque[Nm]
805.91,-0.15,-0.02,-0.02,1.69,-9.6,1.03,1117813.0,0.7
806.02,-0.13,0.02,-0.03,1.71,-9.6,1.01,1120935.0,0.7
806.13,-0.11,0.02,-0.03,1.72,-9.6,0.99,1117620.0,0.7
806.23,-0.11,0.01,-0.03,1.72,-9.61,0.98,1121347.0,0.7
806.34,-0.11,0.02,-0.04,1.7,-9.61,0.98,1118540.0,0.7
806.45,-0.12,0.02,-0.04,1.68,-9.61,1.0,1118608.0,0.7
806.56,-0.12,0.02,-0.03,1.67,-9.6,1.03,1117132.0,0.7
806.66,-0.1,0.02,-0.01,1.67,-9.59,1.05,1118804.0,0.7
806.77,-0.11,-0.0,-0.0,1.67,-9.59,1.06,1115704.0,0.7
806.88,-0.12,-0.02,-0.01,1.67,-9.59,1.06,1118942.0,0.7
806.99,-0.12,-0.01,-0.03,1.67,-9.58,1.06,1115422.0,0.7
807.09,-0.12,0.02,-0.04,1.67,-9.58,1.05,1115960.0,0.7
807.2,-0.13,0.02,-0.03,1.67,-9.58,1.04,1116338.0,0.7
807.31,-0.13,-0.02,-0.01,1.67,-9.59,1.04,1117651.0,0.7
807.42,-0.12,-0.08,0.02,1.68,-9.6,1.03,1115732.0,0.7
807.53,-0.1,-0.11,0.04,1.68,-9.62,1.02,1118551.0,0.7
807.63,-0.12,-0.08,0.03,1.69,-9.62,1.01,1114914.0,0.7
807.74,-0.16,-0.05,0.0,1.68,-9.61,1.01,1114202.0,0.7
807.85,-0.19,-0.02,-0.01,1.68,-9.6,1.01,1115284.0,0.7
807.96,-0.19,0.01,-0.01,1.68,-9.59,1.01,1114967.0,0.7
808.07,-0.18,0.04,-0.02,1.69,-9.6,1.01,1113553.0,0.7
808.18,-0.14,0.04,-0.04,1.68,-9.61,1.01,1115523.0,0.7
808.28,-0.11,0.02,-0.05,1.67,-9.62,1.03,1115100.0,0.7
808.39,-0.09,0.02,-0.05,1.67,-9.63,1.04,1112323.0,0.7
808.5,-0.09,0.02,-0.08,1.68,-9.63,1.04,1114519.0,0.7
808.61,-0.12,0.01,-0.1,1.69,-9.62,1.02,1113856.0,0.7
808.72,-0.14,0.0,-0.09,1.69,-9.61,1.01,1113282.0,0.7
808.82,-0.15,-0.0,-0.06,1.68,-9.6,0.99,1114311.0,0.7
808.93,-0.14,-0.01,-0.03,1.67,-9.59,0.98,1113643.0,0.7
809.04,-0.15,-0.01,-0.02,1.67,-9.59,0.97,1110521.0,0.7
809.15,-0.18,-0.02,-0.02,1.67,-9.6,0.97,1112851.0,0.7
809.25,-0.2,-0.03,-0.03,1.67,-9.61,0.98,1111303.0,0.7
809.36,-0.21,-0.07,-0.04,1.67,-9.61,0.98,1111586.0,0.7
809.47,-0.19,-0.09,-0.03,1.67,-9.61,0.98,1111970.0,0.7
809.58,-0.14,-0.08,-0.02,1.66,-9.6,0.97,1112658.0,0.7
809.68,-0.1,-0.05,-0.01,1.66,-9.6,0.97,1110465.0,0.7
809.79,-0.1,-0.04,0.01,1.64,-9.6,0.98,1112938.0,0.7
809.9,-0.11,-0.03,0.02,1.64,-9.61,1.0,1110945.0,0.7
810.01,-0.12,0.01,0.0,1.66,-9.61,1.01,1111649.0,0.7
810.12,-0.12,0.05,-0.02,1.68,-9.62,1.02,1110802.0,0.7
810.22,-0.1,0.05,-0.03,1.69,-9.63,1.02,1110750.0,0.7
810.33,-0.07,0.03,-0.03,1.69,-9.62,1.01,1108765.0,0.7
810.44,-0.06,-0.01,-0.01,1.7,-9.6,1.01,1110669.0,0.7
810.55,-0.06,-0.03,-0.0,1.7,-9.59,1.02,1108484.0,0.7
810.66,-0.08,-0.04,-0.01,1.71,-9.57,1.02,1109843.0,0.7
810.76,-0.1,-0.05,-0.01,1.7,-9.57,1.03,1108751.0,0.7
810.87,-0.12,-0.03,0.0,1.7,-9.57,1.03,1108968.0,0.7
810.98,-0.14,0.02,-0.0,1.69,-9.59,1.02,1108834.0,0.7
811.09,-0.15,0.07,-0.01,1.69,-9.61,1.01,1110296.0,0.7
811.2,-0.14,0.08,0.01,1.69,-9.62,1.0,1107930.0,0.7
811.3,-0.12,0.04,0.03,1.69,-9.62,0.99,1109167.0,0.7
811.41,-0.1,-0.01,0.04,1.69,-9.63,1.0,1107262.0,0.7
811.52,-0.08,-0.06,0.05,1.69,-9.63,1.02,1107746.0,0.7
811.63,-0.06,-0.07,0.07,1.69,-9.63,1.03,1106869.0,0.7
811.74,-0.06,-0.07,0.08,1.68,-9.62,1.05,1107920.0,0.7
811.84,-0.07,-0.09,0.09,1.68,-9.62,1.06,1106076.0,0.7
811.95,-0.08,-0.1,0.08,1.69,-9.61,1.05,1107578.0,0.7
812.06,-0.1,-0.08,0.04,1.69,-9.6,1.03,1106228.0,0.7
812.16,-0.14,-0.04,0.01,1.69,-9.59,1.0,1107224.0,0.7
812.27,-0.18,-0.03,-0.01,1.69,-9.59,0.98,1106855.0,0.7
812.38,-0.18,-0.01,-0.01,1.69,-9.6,1.0,1107162.0,0.7
812.49,-0.16,-0.02,0.01,1.68,-9.61,1.02,1105499.0,0.7
812.6,-0.16,-0.03,0.02,1.67,-9.61,1.04,1106438.0,0.7
812.7,-0.14,-0.04,0.03,1.67,-9.61,1.06,1104903.0,0.7
812.81,-0.12,-0.03,0.04,1.67,-9.61,1.07,1105113.0,0.7
812.92,-0.09,-0.02,0.04,1.68,-9.6,1.07,1105269.0,0.7
813.03,-0.07,-0.01,0.02,1.68,-9.58,1.07,1105285.0,0.7
813.13,-0.08,-0.01,-0.01,1.66,-9.58,1.07,1104521.0,0.7
813.24,-0.11,-0.02,-0.05,1.66,-9.58,1.05,1105682.0,0.7
813.35,-0.16,-0.01,-0.06,1.66,-9.58,1.03,1104766.0,0.7
813.46,-0.2,-0.0,-0.04,1.66,-9.58,1.03,1106168.0,0.7
813.56,-0.2,0.0,-0.01,1.66,-9.57,1.04,1105080.0,0.7
813.67,-0.18,0.0,0.04,1.66,-9.58,1.05,1104270.0,0.7
813.78,-0.17,0.01,0.06,1.68,-9.59,1.05,1103537.0,0.7
813.89,-0.16,0.02,0.06,1.69,-9.6,1.03,1104035.0,0.7
813.99,-0.15,0.02,0.04,1.7,-9.61,1.01,1102937.0,0.7
814.1,-0.15,-0.01,0.0,1.7,-9.61,1.0,1103998.0,0.7
814.21,-0.16,-0.04,-0.03,1.71,-9.6,1.01,1103157.0,0.7
814.32,-0.14,-0.06,-0.04,1.71,-9.59,1.01,1102579.0,0.7
814.42,-0.13,-0.04,-0.03,1.71,-9.59,1.03,1102724.0,0.7
814.53,-0.11,0.02,-0.04,1.7,-9.59,1.05,1103379.0,0.7
814.64,-0.12,0.07,-0.07,1.7,-9.6,1.05,1102782.0,0.7
814.75,-0.12,0.09,-0.07,1.7,-9.61,1.04,1103543.0,0.7
814.86,-0.11,0.09,-0.04,1.69,-9.61,1.03,1102403.0,0.7
814.97,-0.09,0.07,-0.01,1.68,-9.62,1.03,1101257.0,0.7
815.07,-0.09,0.05,-0.02,1.68,-9.63,1.04,1101388.0,0.7
815.18,-0.1,0.04,-0.04,1.67,-9.62,1.03,1101343.0,0.7
815.28,-0.13,0.02,-0.05,1.66,-9.63,1.02,1100868.0,0.7
815.39,-0.15,-0.01,-0.04,1.66,-9.63,1.02,1101423.0,0.7
815.5,-0.16,-0.03,-0.02,1.67,-9.61,1.03,1101332.0,0.7
815.61,-0.16,-0.04,-0.03,1.68,-9.6,1.04,1100717.0,0.7
815.72,-0.14,-0.02,-0.05,1.68,-9.6,1.05,1101734.0,0.7
815.82,-0.12,0.01,-0.05,1.66,-9.61,1.05,1101499.0,0.7
815.93,-0.09,0.02,-0.03,1.66,-9.62,1.02,1101425.0,0.7
816.04,-0.09,0.02,0.01,1.67,-9.62,1.01,1101281.0,0.7
816.15,-0.1,-0.01,0.02,1.67,-9.61,1.01,1100715.0,0.7
816.26,-0.11,-0.06,0.02,1.67,-9.6,1.0,1099681.0,0.7
816.37,-0.1,-0.09,0.01,1.67,-9.59,0.99,1100597.0,0.7
816.47,-0.09,-0.08,0.01,1.66,-9.59,0.98,1099534.0,0.7
816.58,-0.08,-0.07,-0.01,1.66,-9.6,0.99,1099938.0,0.7
816.69,-0.08,-0.07,-0.05,1.67,-9.61,1.01,1099715.0,0.7
816.8,-0.09,-0.06,-0.07,1.67,-9.62,1.03,1100123.0,0.7
816.91,-0.09,-0.05,-0.07,1.67,-9.62,1.03,1099320.0,0.7
817.01,-0.08,-0.02,-0.04,1.67,-9.61,1.03,1100499.0,0.7
817.12,-0.07,0.02,0.01,1.66,-9.6,1.03,1099369.0,0.7
817.23,-0.08,0.06,0.05,1.65,-9.6,1.04,1099652.0,0.7
817.34,-0.1,0.09,0.08,1.67,-9.6,1.04,1098907.0,0.7
817.44,-0.11,0.11,0.09,1.69,-9.6,1.04,1098792.0,0.7
817.55,-0.11,0.1,0.09,1.69,-9.6,1.03,1097474.0,0.7
817.66,-0.12,0.06,0.07,1.69,-9.6,1.01,1098614.0,0.7
817.77,-0.15,-0.01,0.04,1.67,-9.62,0.98,1097288.0,0.7
817.87,-0.15,-0.1,0.02,1.67,-9.63,0.97,1097867.0,0.7
817.98,-0.14,-0.15,0.01,1.67,-9.62,0.98,1097417.0,0.7
818.09,-0.14,-0.15,-0.01,1.67,-9.61,0.99,1098339.0,0.7
818.2,-0.17,-0.13,-0.04,1.66,-9.59,0.99,1097325.0,0.7
818.3,-0.2,-0.11,-0.04,1.66,-9.59,1.01,1098326.0,0.7
818.41,-0.22,-0.07,-0.04,1.67,-9.59,1.02,1096763.0,0.7
818.52,-0.19,-0.04,-0.04,1.67,-9.59,1.02,1097131.0,0.7
818.63,-0.14,-0.01,-0.03,1.68,-9.59,1.02,1096119.0,0.7
818.73,-0.1,0.01,-0.01,1.68,-9.59,1.0,1096086.0,0.7
818.84,-0.09,0.03,0.02,1.69,-9.6,0.99,1095307.0,0.7
818.95,-0.1,0.03,0.04,1.68,-9.6,0.99,1095890.0,0.7
819.06,-0.14,0.02,0.07,1.68,-9.61,1.01,1094541.0,0.7
819.17,-0.17,-0.01,0.07,1.68,-9.6,1.03,1095421.0,0.7
819.28,-0.18,-0.03,0.04,1.68,-9.59,1.05,1094808.0,0.7
819.38,-0.18,-0.02,-0.0,1.7,-9.59,1.04,1095515.0,0.7
819.49,-0.18,-0.01,-0.03,1.71,-9.58,1.03,1094974.0,0.7
819.6,-0.18,-0.03,-0.04,1.72,-9.58,1.03,1095034.0,0.7
819.71,-0.17,-0.03,-0.03,1.71,-9.59,1.03,1093694.0,0.7
819.81,-0.16,-0.03,-0.04,1.69,-9.59,1.03,1094201.0,0.7
819.92,-0.15,-0.03,-0.03,1.68,-9.59,1.02,1093224.0,0.7
820.03,-0.14,-0.03,-0.02,1.68,-9.6,1.01,1093729.0,0.7
820.14,-0.12,-0.05,-0.02,1.69,-9.61,1.01,1093809.0,0.7
820.24,-0.12,-0.09,-0.02,1.69,-9.62,1.02,1093709.0,0.7
820.35,-0.14,-0.11,-0.02,1.68,-9.62,1.03,1093105.0,0.7
820.46,-0.16,-0.08,-0.01,1.67,-9.62,1.03,1093631.0,0.7
820.57,-0.17,-0.04,0.0,1.66,-9.62,1.04,1092783.0,0.7
820.68,-0.15,0.01,0.01,1.66,-9.61,1.03,1091652.0,0.7
820.78,-0.12,0.04,0.02,1.65,-9.6,1.01,1091124.0,0.7
820.89,-0.1,0.04,0.01,1.65,-9.6,1.0,1090593.0,0.7
821.0,-0.09,0.02,-0.02,1.67,-9.6,1.0,1089579.0,0.7
821.1,-0.11,0.0,-0.04,1.68,-9.61,1.01,1089866.0,0.7
821.21,-0.13,-0.01,-0.07,1.69,-9.62,1.02,1088975.0,0.7
821.32,-0.14,-0.02,-0.09,1.69,-9.62,1.02,1088639.0,0.7
821.43,-0.14,-0.02,-0.08,1.68,-9.63,1.01,1088804.0,0.7
821.53,-0.15,-0.05,-0.06,1.68,-9.64,0.99,1088887.0,0.7
821.64,-0.17,-0.07,-0.03,1.69,-9.63,0.98,1089053.0,0.7
821.75,-0.18,-0.06,-0.02,1.7,-9.62,0.97,1089753.0,0.7
821.86,-0.19,-0.04,-0.02,1.7,-9.61,0.99,1089676.0,0.7
821.97,-0.18,-0.03,-0.02,1.69,-9.61,1.01,1089782.0,0.7
822.08,-0.17,-0.02,0.0,1.67,-9.62,1.02,1089915.0,0.7
822.19,-0.17,-0.02,0.01,1.65,-9.61,1.03,1089474.0,0.7
822.29,-0.19,-0.01,0.02,1.65,-9.6,1.04,1089370.0,0.7
822.4,-0.2,-0.02,0.03,1.66,-9.6,1.05,1089653.0,0.7
822.51,-0.19,-0.02,0.04,1.67,-9.61,1.05,1089376.0,0.7
822.61,-0.17,-0.02,0.03,1.67,-9.62,1.04,1089742.0,0.7
822.72,-0.14,-0.03,0.01,1.67,-9.63,1.03,1090690.0,0.7
822.83,-0.12,-0.02,-0.01,1.66,-9.64,1.01,1091168.0,0.7
822.94,-0.12,-0.0,-0.03,1.66,-9.64,1.01,1092157.0,0.7
823.05,-0.12,0.01,-0.03,1.66,-9.62,1.01,1092431.0,0.7
823.15,-0.13,0.01,-0.03,1.68,-9.61,1.02,1092095.0,0.7
823.26,-0.15,-0.01,-0.02,1.69,-9.61,1.02,1092009.0,0.7
823.37,-0.15,-0.03,-0.04,1.71,-9.62,1.02,1092468.0,0.7
823.47,-0.14,-0.05,-0.07,1.71,-9.61,1.02,1092041.0,0.7
823.58,-0.14,-0.07,-0.09,1.71,-9.61,1.01,1092286.0,0.7
823.69,-0.12,-0.08,-0.09,1.69,-9.61,1.0,1091970.0,0.7
823.8,-0.13,-0.07,-0.08,1.68,-9.61,1.0,1091724.0,0.7
823.91,-0.15,-0.05,-0.07,1.69,-9.62,1.01,1091783.0,0.7
824.01,-0.15,-0.03,-0.04,1.69,-9.62,1.02,1092500.0,0.7
824.12,-0.14,-0.03,-0.0,1.69,-9.62,1.02,1092316.0,0.7
824.23,-0.12,-0.03,0.03,1.69,-9.61,1.02,1092855.0,0.7
824.34,-0.14,-0.04,0.02,1.67,-9.6,1.03,1092673.0,0.7
824.45,-0.18,-0.05,0.01,1.67,-9.58,1.04,1092459.0,0.7
824.55,-0.19,-0.04,0.01,1.67,-9.56,1.06,1091608.0,0.7
824.66,-0.18,-0.02,0.03,1.67,-9.58,1.05,1091854.0,0.7
824.77,-0.17,-0.0,0.03,1.68,-9.6,1.04,1091707.0,0.7
824.87,-0.15,0.01,0.03,1.7,-9.62,1.02,1092188.0,0.7
824.98,-0.12,0.02,0.03,1.7,-9.63,1.02,1091919.0,0.7
825.09,-0.09,-0.01,0.03,1.7,-9.64,1.02,1092129.0,0.7
825.2,-0.08,-0.03,0.01,1.68,-9.64,1.01,1092538.0,0.7
825.3,-0.09,-0.02,-0.04,1.66,-9.64,1.02,1093019.0,0.7
825.41,-0.11,0.0,-0.08,1.66,-9.64,1.04,1092961.0,0.7
825.52,-0.14,0.03,-0.07,1.66,-9.63,1.05,1093467.0,0.7
825.63,-0.16,0.05,-0.05,1.67,-9.62,1.05,1092997.0,0.7
825.73,-0.14,0.06,-0.06,1.68,-9.61,1.05,1093284.0,0.7
825.84,-0.12,0.04,-0.09,1.69,-9.61,1.04,1093176.0,0.7
825.95,-0.11,-0.0,-0.1,1.7,-9.61,1.03,1093346.0,0.7
826.06,-0.12,-0.05,-0.09,1.69,-9.61,1.03,1093224.0,0.7
826.16,-0.12,-0.08,-0.08,1.68,-9.62,1.03,1093626.0,0.7
826.27,-0.1,-0.08,-0.08,1.68,-9.61,1.02,1093656.0,0.7
826.38,-0.09,-0.05,-0.04,1.67,-9.61,1.01,1094659.0,0.7
826.49,-0.11,-0.05,-0.01,1.68,-9.6,1.0,1096549.0,0.7
826.59,-0.13,-0.06,0.01,1.69,-9.59,0.99,1097243.0,0.7
826.7,-0.14,-0.05,0.01,1.7,-9.59,0.99,1097362.0,0.7
826.81,-0.14,-0.03,-0.02,1.71,-9.59,1.01,1097182.0,0.7
826.92,-0.14,-0.01,-0.04,1.7,-9.59,1.02,1097011.0,0.7
827.02,-0.15,-0.01,-0.05,1.7,-9.6,1.02,1097215.0,0.7
827.14,-0.16,-0.04,-0.04,1.7,-9.62,1.03,1096939.0,0.7
827.24,-0.17,-0.05,-0.0,1.7,-9.62,1.03,1096825.0,0.7
827.35,-0.17,-0.05,0.02,1.68,-9.61,1.03,1096557.0,0.7
827.46,-0.17,-0.07,0.02,1.66,-9.6,1.03,1096738.0,0.7
827.56,-0.18,-0.09,-0.0,1.65,-9.6,1.02,1096837.0,0.7
827.67,-0.17,-0.09,-0.01,1.64,-9.61,1.01,1097173.0,0.7
827.78,-0.14,-0.06,-0.01,1.65,-9.61,1.02,1097709.0,0.7
827.89,-0.12,-0.03,-0.02,1.66,-9.6,1.04,1097301.0,0.7
827.99,-0.13,-0.02,-0.03,1.66,-9.59,1.05,1096828.0,0.7
828.1,-0.14,-0.03,-0.04,1.66,-9.59,1.04,1095993.0,0.7
828.21,-0.15,-0.06,-0.05,1.66,-9.6,1.03,1095491.0,0.7
828.32,-0.16,-0.06,-0.05,1.66,-9.62,1.02,1095275.0,0.7
828.43,-0.17,-0.03,-0.05,1.67,-9.64,1.01,1095233.0,0.7
828.53,-0.16,0.0,-0.04,1.68,-9.65,1.01,1094687.0,0.7
828.64,-0.13,0.03,-0.02,1.68,-9.65,1.01,1094685.0,0.7
828.75,-0.11,0.04,-0.0,1.69,-9.63,1.02,1094301.0,0.7
828.86,-0.09,0.03,-0.01,1.69,-9.62,1.02,1094441.0,0.7
828.96,-0.09,0.01,-0.03,1.69,-9.61,1.02,1094468.0,0.7
829.07,-0.09,0.01,-0.03,1.68,-9.6,1.02,1094144.0,0.7
829.18,-0.08,0.01,-0.02,1.68,-9.61,1.02,1093426.0,0.7
829.28,-0.07,-0.01,-0.02,1.68,-9.63,1.01,1093537.0,0.7
829.39,-0.06,-0.03,-0.01,1.69,-9.63,1.01,1092974.0,0.7
829.5,-0.06,-0.03,-0.01,1.7,-9.63,1.01,1093090.0,0.7
829.61,-0.08,-0.01,-0.02,1.68,-9.62,1.02,1092866.0,0.7
829.72,-0.08,-0.01,-0.02,1.67,-9.6,1.03,1092606.0,0.7
829.82,-0.06,-0.03,-0.01,1.66,-9.6,1.03,1092208.0,0.7
829.93,-0.07,-0.05,0.0,1.65,-9.6,1.03,1092693.0,0.7
830.04,-0.1,-0.06,0.0,1.64,-9.62,1.01,1092556.0,0.7
830.15,-0.14,-0.03,-0.02,1.65,-9.65,1.0,1093189.0,0.7
830.25,-0.15,0.01,-0.04,1.67,-9.66,1.0,1093082.0,0.7
830.36,-0.17,0.02,-0.05,1.67,-9.65,1.02,1093128.0,0.7
830.47,-0.19,-0.01,-0.06,1.68,-9.64,1.04,1092672.0,0.7
830.58,-0.21,-0.05,-0.06,1.69,-9.62,1.05,1093259.0,0.7
830.68,-0.2,-0.09,-0.05,1.69,-9.6,1.05,1092906.0,0.7
830.79,-0.17,-0.1,-0.05,1.69,-9.58,1.05,1093260.0,0.7
830.9,-0.13,-0.08,-0.07,1.69,-9.58,1.05,1093035.0,0.7
831.01,-0.1,-0.09,-0.07,1.69,-9.59,1.04,1093469.0,0.7
831.11,-0.09,-0.1,-0.07,1.69,-9.6,1.04,1093341.0,0.7
831.22,-0.09,-0.09,-0.07,1.69,-9.6,1.04,1094239.0,0.7
831.33,-0.1,-0.08,-0.07,1.7,-9.6,1.04,1093898.0,0.7
831.44,-0.11,-0.07,-0.05,1.69,-9.6,1.04,1094493.0,0.7
831.55,-0.13,-0.07,-0.02,1.69,-9.59,1.03,1093964.0,0.7
831.65,-0.15,-0.06,0.02,1.69,-9.59,1.01,1093672.0,0.7
831.76,-0.14,-0.05,0.14,1.69,-9.59,1.0,1094453.0,0.7
831.87,-0.04,-0.05,0.45,1.68,-9.6,1.0,1107357.0,0.7
831.98,0.11,-0.05,0.92,1.66,-9.61,1.01,1266179.0,0.7
832.08,0.28,-0.05,1.51,1.64,-9.63,1.03,1762227.0,0.7
832.19,0.43,-0.03,2.04,1.61,-9.63,1.04,2391871.0,0.7
832.3,0.46,-0.01,2.1,1.57,-9.64,1.05,3081480.0,0.7
832.41,0.38,-0.0,1.73,1.54,-9.64,1.04,4513053.0,0.7
832.51,0.28,-0.01,1.31,1.51,-9.64,1.04,4773680.0,0.7
832.62,0.19,-0.01,0.99,1.49,-9.64,1.04,5026541.0,0.7
832.73,0.1,-0.02,0.73,1.48,-9.64,1.06,5331577.0,0.7
832.84,-0.03,-0.03,0.46,1.47,-9.63,1.07,5643394.0,0.7
832.95,-0.11,-0.02,0.21,1.45,-9.64,1.07,5838835.0,0.7
833.05,-0.13,-0.01,0.05,1.43,-9.65,1.07,5876642.0,0.7
833.16,-0.12,-0.0,-0.01,1.42,-9.67,1.08,5880289.0,0.7
833.27,-0.1,-0.01,-0.02,1.42,-9.67,1.09,5884629.0,0.7
833.37,-0.08,-0.02,-0.03,1.44,-9.66,1.09,5887725.0,0.7
833.48,-0.08,-0.02,-0.07,1.45,-9.65,1.07,5889074.0,0.7
833.59,-0.11,-0.04,-0.11,1.45,-9.65,1.05,5889674.0,0.7
833.7,-0.13,-0.08,-0.13,1.44,-9.67,1.06,5852099.0,0.7
833.8,-0.12,-0.11,-0.1,1.43,-9.67,1.06,5872114.0,0.7
833.91,-0.11,-0.1,-0.03,1.42,-9.66,1.06,5898138.0,0.7
834.02,-0.12,-0.06,0.02,1.42,-9.66,1.07,5901963.0,0.7
834.13,-0.13,-0.02,0.04,1.42,-9.66,1.07,5903759.0,0.7
834.24,-0.13,-0.01,0.06,1.42,-9.65,1.08,5905358.0,0.7
834.34,-0.13,-0.02,0.06,1.43,-9.64,1.1,5908311.0,0.7
834.45,-0.14,-0.0,0.03,1.43,-9.64,1.11,5909797.0,0.7
834.56,-0.14,0.01,-0.01,1.44,-9.64,1.12,5911169.0,0.7
834.67,-0.14,0.02,-0.04,1.43,-9.65,1.11,5912305.0,0.7
834.77,-0.14,0.01,-0.05,1.43,-9.65,1.08,5913440.0,0.7
834.88,-0.15,0.0,-0.06,1.44,-9.65,1.07,5914545.0,0.7
834.99,-0.17,-0.01,-0.08,1.46,-9.65,1.09,5916557.0,0.7
835.09,-0.19,-0.03,-0.07,1.47,-9.64,1.11,5917484.0,0.7
835.21,-0.18,-0.04,-0.03,1.47,-9.63,1.12,5918511.0,0.7
835.32,-0.14,-0.04,-0.01,1.46,-9.62,1.1,5919659.0,0.7
835.42,-0.12,-0.06,0.0,1.45,-9.62,1.08,5920734.0,0.7
835.53,-0.11,-0.09,0.0,1.43,-9.63,1.07,5922868.0,0.7
835.64,-0.11,-0.09,-0.0,1.44,-9.64,1.08,5923838.0,0.7
835.75,-0.12,-0.09,0.01,1.45,-9.65,1.08,5924667.0,0.7
835.85,-0.11,-0.09,0.03,1.46,-9.65,1.07,5925431.0,0.7
835.96,-0.1,-0.06,0.05,1.45,-9.65,1.07,5926134.0,0.7
836.07,-0.1,-0.02,0.05,1.44,-9.66,1.07,5926655.0,0.7
836.18,-0.1,0.03,0.03,1.43,-9.66,1.09,5927138.0,0.7
836.28,-0.09,0.06,0.0,1.42,-9.66,1.1,5928045.0,0.7
836.39,-0.11,0.05,-0.03,1.41,-9.65,1.11,5928527.0,0.7
836.5,-0.13,0.03,-0.03,1.41,-9.64,1.09,5928982.0,0.7
836.61,-0.13,-0.0,0.02,1.41,-9.62,1.07,5929612.0,0.7
836.72,-0.13,-0.04,0.04,1.41,-9.61,1.07,5930328.0,0.7
836.82,-0.14,-0.06,0.03,1.42,-9.6,1.08,5930943.0,0.7
836.93,-0.16,-0.07,0.0,1.42,-9.62,1.08,5932143.0,0.7
837.04,-0.16,-0.04,-0.0,1.42,-9.63,1.08,5932751.0,0.7
837.15,-0.17,-0.02,0.0,1.42,-9.64,1.08,5933351.0,0.7
837.25,-0.19,-0.01,0.0,1.42,-9.64,1.07,5933946.0,0.7
837.36,-0.21,-0.02,0.0,1.46,-9.63,1.06,5934498.0,0.7
837.47,-0.18,-0.0,-0.04,1.49,-9.64,1.05,5935019.0,0.7
837.58,-0.13,0.01,-0.12,1.49,-9.64,1.05,5935948.0,0.7
837.68,-0.08,-0.01,-0.17,1.47,-9.65,1.06,5936280.0,0.7
837.79,-0.06,-0.02,-0.16,1.45,-9.66,1.08,5936708.0,0.7
837.9,-0.07,-0.02,-0.11,1.44,-9.67,1.09,5937186.0,0.7
838.01,-0.1,-0.01,-0.05,1.43,-9.66,1.1,5937799.0,0.7
838.11,-0.14,-0.01,-0.02,1.42,-9.66,1.09,5938428.0,0.7
838.23,-0.16,-0.0,-0.02,1.43,-9.65,1.08,5939237.0,0.7
838.34,-0.19,0.01,-0.04,1.44,-9.63,1.09,5939540.0,0.7
838.44,-0.2,0.02,-0.05,1.45,-9.62,1.1,5939867.0,0.7
838.55,-0.19,0.01,-0.06,1.46,-9.61,1.11,5940215.0,0.7
838.66,-0.16,-0.01,-0.06,1.47,-9.61,1.12,5940638.0,0.7
838.77,-0.15,-0.02,-0.07,1.47,-9.62,1.13,5941718.0,0.7
838.87,-0.16,-0.03,-0.08,1.46,-9.63,1.13,5942172.0,0.7
838.98,-0.17,-0.04,-0.06,1.46,-9.63,1.11,5942502.0,0.7
839.09,-0.17,-0.06,-0.02,1.46,-9.64,1.1,5942797.0,0.7
839.2,-0.15,-0.07,0.0,1.46,-9.64,1.09,5943242.0,0.7
839.31,-0.13,-0.06,0.02,1.46,-9.65,1.08,5943650.0,0.7
839.41,-0.11,-0.04,0.04,1.46,-9.65,1.06,5944382.0,0.7
839.52,-0.12,-0.03,0.03,1.46,-9.65,1.05,5944704.0,0.7
839.63,-0.16,-0.03,-0.01,1.46,-9.64,1.05,5945062.0,0.7
839.74,-0.18,-0.05,-0.04,1.46,-9.64,1.05,5945410.0,0.7
839.84,-0.18,-0.07,-0.04,1.45,-9.65,1.07,5945696.0,0.7
890.98,-0.14,-0.05,0.03,1.46,-9.64,1.1,6000636.0,0.6
891.09,-0.13,-0.05,0.03,1.45,-9.63,1.09,6000704.0,0.6
891.19,-0.12,-0.05,0.01,1.46,-9.64,1.07,6000654.0,0.6
891.3,-0.12,-0.02,-0.02,1.45,-9.65,1.07,6000604.0,0.6
891.41,-0.14,0.01,-0.03,1.44,-9.64,1.08,6000526.0,0.6
891.52,-0.16,-0.01,-0.03,1.43,-9.63,1.09,6000130.0,0.6
891.62,-0.17,-0.04,-0.04,1.43,-9.62,1.1,5999974.0,0.6
891.73,-0.18,-0.04,-0.07,1.44,-9.62,1.1,5999793.0,0.6
891.84,-0.19,-0.02,-0.09,1.44,-9.62,1.1,5999636.0,0.6
891.95,-0.2,0.01,-0.09,1.43,-9.63,1.09,5999455.0,0.6
892.05,-0.21,0.02,-0.08,1.42,-9.65,1.08,5999330.0,0.6
892.16,-0.22,-0.0,-0.07,1.42,-9.66,1.08,5999259.0,0.6
892.27,-0.21,-0.02,-0.06,1.42,-9.65,1.08,5999294.0,0.6
892.38,-0.19,-0.01,-0.04,1.42,-9.63,1.09,5999283.0,0.6
892.48,-0.17,-0.0,-0.03,1.42,-9.62,1.09,5999391.0,0.6
892.59,-0.13,-0.02,-0.01,1.44,-9.61,1.08,5999585.0,0.6
892.7,-0.11,-0.04,-0.01,1.45,-9.61,1.1,5999721.0,0.6
892.81,-0.11,-0.05,-0.02,1.46,-9.61,1.11,5999748.0,0.6
892.92,-0.12,-0.05,-0.04,1.46,-9.63,1.11,5999680.0,0.6
893.03,-0.13,-0.04,-0.05,1.45,-9.64,1.1,5999605.0,0.6
