Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],HX711_readings,Applied_Torque[Nm]
893.14,-0.12,-0.04,-0.04,1.44,-9.65,1.08,5999546.0,0.6
893.24,-0.11,-0.05,-0.01,1.43,-9.64,1.07,5999571.0,0.6
893.35,-0.15,-0.04,0.02,1.42,-9.62,1.08,5999740.0,0.6
893.46,-0.2,-0.02,0.05,1.41,-9.61,1.09,5999835.0,0.6
893.57,-0.22,0.01,0.07,1.4,-9.61,1.11,5999948.0,0.6
893.68,-0.2,0.0,0.07,1.4,-9.62,1.11,6000059.0,0.6
893.78,-0.18,0.0,0.05,1.41,-9.62,1.09,6000241.0,0.6
893.89,-0.17,0.01,0.03,1.43,-9.63,1.07,6000353.0,0.6
894.0,-0.18,0.01,0.01,1.43,-9.63,1.08,6000398.0,0.6
894.11,-0.2,0.0,-0.01,1.45,-9.64,1.08,6000450.0,0.6
894.22,-0.2,-0.01,-0.0,1.46,-9.64,1.06,6000513.0,0.6
894.33,-0.17,-0.01,0.02,1.46,-9.65,1.05,6000581.0,0.6
894.44,-0.15,0.02,0.01,1.43,-9.66,1.06,6000706.0,0.6
894.55,-0.14,0.04,-0.03,1.41,-9.66,1.07,6000910.0,0.6
894.66,-0.15,0.05,-0.06,1.41,-9.65,1.07,6001082.0,0.6
894.76,-0.16,0.04,-0.07,1.43,-9.64,1.06,6001153.0,0.6
894.87,-0.16,0.02,-0.07,1.44,-9.63,1.05,6001198.0,0.6
894.98,-0.16,-0.01,-0.06,1.44,-9.63,1.05,6001221.0,0.6
895.09,-0.14,-0.03,-0.06,1.43,-9.63,1.05,6001254.0,0.6
895.2,-0.12,-0.05,-0.08,1.43,-9.62,1.06,6001242.0,0.6
895.3,-0.12,-0.04,-0.1,1.42,-9.63,1.07,6001384.0,0.6
895.41,-0.13,-0.04,-0.09,1.41,-9.64,1.09,6001449.0,0.6
895.52,-0.13,-0.04,-0.05,1.41,-9.65,1.11,6001592.0,0.6
895.63,-0.13,-0.04,0.0,1.42,-9.65,1.12,6001801.0,0.6
895.74,-0.13,-0.04,0.01,1.43,-9.64,1.13,6002016.0,0.6
895.85,-0.14,-0.06,0.01,1.44,-9.63,1.13,6002341.0,0.6
895.96,-0.14,-0.07,-0.0,1.44,-9.63,1.14,6002362.0,0.6
896.06,-0.12,-0.05,-0.01,1.44,-9.62,1.14,6002311.0,0.6
896.17,-0.11,-0.02,-0.01,1.42,-9.63,1.12,6002249.0,0.6
896.28,-0.12,-0.01,-0.02,1.41,-9.63,1.1,6002243.0,0.6
896.39,-0.15,0.0,-0.04,1.41,-9.64,1.08,6002208.0,0.6
896.49,-0.17,0.02,-0.06,1.42,-9.65,1.07,6002134.0,0.6
896.6,-0.18,0.02,-0.06,1.44,-9.64,1.06,6001929.0,0.6
896.71,-0.2,-0.0,-0.05,1.45,-9.63,1.04,6001874.0,0.6
896.82,-0.2,-0.04,-0.02,1.46,-9.62,1.05,6001798.0,0.6
896.92,-0.19,-0.07,-0.01,1.46,-9.62,1.06,6001767.0,0.6
897.03,-0.19,-0.07,-0.02,1.45,-9.64,1.06,6001781.0,0.6
897.14,-0.2,-0.04,-0.06,1.43,-9.65,1.06,6001813.0,0.6
897.24,-0.22,-0.01,-0.08,1.43,-9.65,1.06,6001880.0,0.6
897.35,-0.22,0.01,-0.07,1.44,-9.66,1.07,6001863.0,0.6
897.46,-0.23,0.01,-0.05,1.45,-9.66,1.09,6001838.0,0.6
897.57,-0.23,-0.0,-0.03,1.46,-9.66,1.1,6001864.0,0.6
897.67,-0.2,-0.01,-0.02,1.46,-9.65,1.11,6001890.0,0.6
897.78,-0.17,-0.01,-0.02,1.45,-9.65,1.12,6001888.0,0.6
897.89,-0.14,-0.01,-0.02,1.46,-9.66,1.12,6001958.0,0.6
897.99,-0.13,-0.03,-0.0,1.46,-9.66,1.11,6002034.0,0.6
898.1,-0.13,-0.04,0.03,1.46,-9.66,1.11,6002090.0,0.6
898.21,-0.12,-0.02,0.05,1.46,-9.65,1.1,6002138.0,0.6
898.32,-0.08,0.04,0.06,1.48,-9.65,1.09,6002240.0,0.6
898.42,-0.06,0.07,0.05,1.5,-9.65,1.09,6002773.0,0.6
898.53,-0.08,0.06,0.04,1.49,-9.65,1.08,6002921.0,0.6
898.64,-0.1,0.03,0.04,1.45,-9.65,1.08,6002897.0,0.6
898.74,-0.11,-0.01,0.05,1.42,-9.66,1.08,6002968.0,0.6
898.85,-0.1,-0.04,0.07,1.41,-9.66,1.07,6003131.0,0.6
898.96,-0.1,-0.07,0.06,1.41,-9.66,1.05,6003149.0,0.6
899.06,-0.11,-0.1,0.05,1.42,-9.66,1.04,6003316.0,0.6
899.17,-0.13,-0.11,0.03,1.43,-9.67,1.04,6003369.0,0.6
899.28,-0.13,-0.12,0.01,1.43,-9.67,1.05,6003534.0,0.6
899.38,-0.13,-0.11,-0.0,1.43,-9.67,1.07,6003488.0,0.6
899.49,-0.14,-0.07,-0.01,1.42,-9.66,1.09,6003579.0,0.6
899.6,-0.16,-0.02,-0.01,1.43,-9.64,1.1,6003634.0,0.6
899.71,-0.17,0.01,0.0,1.44,-9.64,1.1,6003725.0,0.6
899.81,-0.16,0.02,-0.0,1.43,-9.64,1.1,6003826.0,0.6
899.92,-0.15,0.01,-0.01,1.43,-9.65,1.1,6003863.0,0.6
900.03,-0.16,-0.02,-0.01,1.43,-9.65,1.08,6003821.0,0.6
900.13,-0.17,-0.03,-0.04,1.43,-9.65,1.08,6003729.0,0.6
900.24,-0.16,-0.02,-0.07,1.43,-9.65,1.1,6003670.0,0.6
900.35,-0.16,0.03,-0.08,1.42,-9.65,1.12,6003668.0,0.6
900.46,-0.15,0.06,-0.05,1.42,-9.64,1.12,6003607.0,0.6
900.56,-0.13,0.05,-0.03,1.43,-9.62,1.12,6003272.0,0.6
900.67,-0.11,0.03,-0.03,1.43,-9.61,1.12,6003004.0,0.6
900.78,-0.1,-0.01,-0.05,1.43,-9.61,1.11,6002667.0,0.6
900.88,-0.12,-0.02,-0.07,1.44,-9.6,1.09,6002368.0,0.6
900.99,-0.16,-0.02,-0.08,1.47,-9.6,1.09,6002197.0,0.6
901.1,-0.19,-0.01,-0.08,1.49,-9.61,1.09,6002164.0,0.6
901.2,-0.2,0.01,-0.05,1.49,-9.62,1.1,6002120.0,0.6
901.31,-0.19,0.05,-0.02,1.48,-9.62,1.11,6002074.0,0.6
901.42,-0.2,0.09,-0.01,1.46,-9.63,1.11,6002017.0,0.6
901.53,-0.2,0.09,0.0,1.44,-9.64,1.11,6002032.0,0.6
901.63,-0.19,0.08,0.01,1.42,-9.65,1.11,6002168.0,0.6
901.74,-0.18,0.06,0.01,1.43,-9.65,1.09,6002252.0,0.6
901.84,-0.18,0.05,0.02,1.44,-9.64,1.08,6002391.0,0.6
901.95,-0.17,0.03,0.03,1.46,-9.65,1.09,6003151.0,0.6
902.06,-0.17,0.02,0.04,1.45,-9.66,1.09,6003528.0,0.6
902.16,-0.17,0.0,0.04,1.44,-9.67,1.1,6003995.0,0.6
902.27,-0.17,0.01,0.02,1.45,-9.67,1.11,6004394.0,0.6
902.38,-0.18,0.03,0.01,1.45,-9.66,1.1,6004750.0,0.6
902.49,-0.17,0.03,-0.01,1.44,-9.65,1.08,6005097.0,0.6
902.59,-0.15,0.0,-0.02,1.42,-9.65,1.07,6005516.0,0.6
902.7,-0.14,-0.03,-0.02,1.42,-9.65,1.07,6005676.0,0.6
902.81,-0.13,-0.05,-0.02,1.42,-9.66,1.08,6005836.0,0.6
902.92,-0.14,-0.07,-0.03,1.42,-9.65,1.08,6005940.0,0.6
903.02,-0.16,-0.07,-0.05,1.41,-9.65,1.08,6006032.0,0.6
903.13,-0.16,-0.05,-0.06,1.41,-9.65,1.08,6006179.0,0.6
903.24,-0.16,-0.02,-0.04,1.43,-9.64,1.08,6006349.0,0.6
903.34,-0.14,-0.02,-0.01,1.44,-9.62,1.08,6006995.0,0.6
903.45,-0.15,-0.01,-0.0,1.44,-9.62,1.08,6007281.0,0.6
903.56,-0.16,-0.01,-0.01,1.43,-9.62,1.08,6007345.0,0.6
903.66,-0.15,-0.02,-0.01,1.42,-9.62,1.1,6007191.0,0.6
903.78,-0.14,-0.01,-0.02,1.41,-9.63,1.11,6006764.0,0.6
903.88,-0.13,-0.0,-0.04,1.41,-9.64,1.11,6006136.0,0.6
903.99,-0.12,-0.01,-0.07,1.41,-9.65,1.1,6005274.0,0.6
904.1,-0.12,-0.02,-0.08,1.44,-9.65,1.1,6005055.0,0.6
904.2,-0.13,-0.02,-0.05,1.46,-9.65,1.09,6004833.0,0.6
904.31,-0.17,-0.01,-0.02,1.46,-9.65,1.09,6004540.0,0.6
904.42,-0.21,-0.03,0.01,1.45,-9.64,1.09,6004285.0,0.6
904.53,-0.21,-0.03,0.03,1.44,-9.64,1.1,6004183.0,0.6
904.63,-0.16,-0.02,0.05,1.44,-9.63,1.11,6004219.0,0.6
904.74,-0.13,-0.02,0.06,1.46,-9.63,1.11,6004292.0,0.6
904.85,-0.14,-0.03,0.04,1.46,-9.63,1.11,6004465.0,0.6
904.95,-0.16,-0.03,0.01,1.46,-9.63,1.1,6004954.0,0.6
905.06,-0.14,-0.02,-0.01,1.45,-9.63,1.09,6005490.0,0.6
905.17,-0.11,0.0,-0.02,1.46,-9.63,1.09,6005943.0,0.6
905.27,-0.09,0.01,-0.01,1.47,-9.63,1.1,6006343.0,0.6
905.38,-0.08,-0.0,0.01,1.49,-9.63,1.11,6006433.0,0.6
905.49,-0.08,-0.02,0.01,1.49,-9.62,1.11,6006256.0,0.6
905.6,-0.09,-0.04,-0.01,1.47,-9.62,1.1,6006010.0,0.6
905.7,-0.1,-0.04,-0.01,1.45,-9.64,1.1,6005724.0,0.6
905.81,-0.12,-0.03,0.01,1.44,-9.65,1.09,6005438.0,0.6
905.92,-0.13,-0.03,0.02,1.44,-9.66,1.08,6005341.0,0.6
906.02,-0.11,-0.04,0.01,1.44,-9.66,1.06,6005004.0,0.6
906.13,-0.1,-0.06,-0.0,1.43,-9.66,1.05,6005003.0,0.6
906.24,-0.08,-0.08,-0.01,1.43,-9.66,1.05,6005097.0,0.6
906.34,-0.07,-0.09,0.0,1.44,-9.66,1.07,6005237.0,0.6
906.45,-0.08,-0.09,0.03,1.46,-9.64,1.08,6005441.0,0.6
906.56,-0.09,-0.07,0.04,1.48,-9.63,1.08,6005676.0,0.6
906.66,-0.12,-0.05,0.02,1.49,-9.62,1.07,6006274.0,0.6
906.77,-0.14,-0.05,-0.0,1.49,-9.63,1.06,6006621.0,0.6
906.88,-0.16,-0.06,-0.03,1.48,-9.65,1.06,6006814.0,0.6
906.98,-0.17,-0.06,-0.04,1.46,-9.66,1.06,6006835.0,0.6
907.09,-0.16,-0.05,-0.04,1.45,-9.66,1.08,6006890.0,0.6
907.2,-0.13,-0.02,-0.02,1.43,-9.65,1.1,6007077.0,0.6
907.3,-0.1,0.01,-0.01,1.43,-9.65,1.11,6007947.0,0.6
907.41,-0.07,0.02,-0.02,1.43,-9.66,1.11,6008419.0,0.6
907.52,-0.06,0.02,-0.02,1.44,-9.66,1.1,6008895.0,0.6
907.63,-0.09,0.01,-0.02,1.46,-9.66,1.08,6009243.0,0.6
907.73,-0.13,0.02,-0.02,1.47,-9.65,1.07,6009505.0,0.6
907.84,-0.14,0.02,-0.02,1.47,-9.65,1.08,6009803.0,0.6
907.95,-0.13,-0.0,-0.02,1.45,-9.65,1.08,6010101.0,0.6
908.05,-0.12,-0.05,-0.01,1.44,-9.65,1.09,6010436.0,0.6
908.16,-0.11,-0.09,0.0,1.43,-9.66,1.09,6010418.0,0.6
908.27,-0.11,-0.12,-0.0,1.44,-9.67,1.09,6010317.0,0.6
908.37,-0.13,-0.14,-0.01,1.45,-9.67,1.09,6010205.0,0.6
908.48,-0.16,-0.12,-0.01,1.46,-9.66,1.09,6010039.0,0.6
908.59,-0.18,-0.08,-0.02,1.46,-9.65,1.08,6009869.0,0.6
908.7,-0.18,-0.04,-0.02,1.46,-9.64,1.07,6009613.0,0.6
908.81,-0.16,-0.01,0.01,1.46,-9.66,1.05,6009577.0,0.6
908.91,-0.15,0.01,0.03,1.47,-9.67,1.05,6009547.0,0.6
909.02,-0.16,-0.0,0.03,1.46,-9.67,1.06,6009571.0,0.6
909.13,-0.16,-0.03,0.01,1.45,-9.68,1.08,6009647.0,0.6
909.23,-0.15,-0.08,-0.04,1.46,-9.69,1.11,6009648.0,0.6
909.34,-0.15,-0.11,-0.09,1.47,-9.69,1.12,6009671.0,0.6
909.45,-0.14,-0.12,-0.1,1.47,-9.67,1.12,6009593.0,0.6
909.55,-0.16,-0.11,-0.08,1.47,-9.65,1.12,6009551.0,0.6
909.66,-0.16,-0.09,-0.04,1.47,-9.65,1.11,6009526.0,0.6
909.77,-0.17,-0.08,0.0,1.48,-9.66,1.09,6009510.0,0.6
909.88,-0.19,-0.07,0.01,1.48,-9.66,1.09,6009427.0,0.6
909.98,-0.21,-0.06,0.0,1.48,-9.66,1.09,6009400.0,0.6
910.09,-0.19,-0.08,0.02,1.47,-9.65,1.1,6009324.0,0.6
910.2,-0.15,-0.09,0.02,1.47,-9.64,1.1,6009257.0,0.6
910.3,-0.16,-0.09,0.0,1.47,-9.63,1.1,6009207.0,0.6
910.41,-0.18,-0.07,-0.0,1.48,-9.64,1.11,6009149.0,0.6
910.52,-0.16,-0.05,0.01,1.48,-9.64,1.11,6009031.0,0.6
910.63,-0.13,-0.03,0.02,1.47,-9.64,1.12,6008866.0,0.6
910.73,-0.12,-0.0,0.03,1.46,-9.64,1.1,6008432.0,0.6
910.84,-0.13,0.02,0.02,1.46,-9.64,1.09,6008213.0,0.6
910.95,-0.15,0.01,-0.01,1.45,-9.64,1.08,6008048.0,0.6
911.05,-0.16,-0.01,-0.02,1.45,-9.63,1.09,6007870.0,0.6
911.16,-0.17,-0.02,-0.01,1.45,-9.63,1.09,6007709.0,0.6
911.27,-0.17,-0.03,-0.01,1.46,-9.62,1.08,6007481.0,0.6
911.37,-0.15,-0.04,-0.01,1.47,-9.63,1.07,6006984.0,0.6
911.48,-0.15,-0.04,-0.02,1.47,-9.63,1.05,6006857.0,0.6
911.59,-0.14,-0.04,-0.03,1.47,-9.64,1.05,6006776.0,0.6
911.7,-0.13,-0.05,-0.02,1.47,-9.65,1.05,6006802.0,0.6
911.8,-0.14,-0.06,-0.02,1.47,-9.65,1.07,6006972.0,0.6
911.91,-0.15,-0.06,-0.03,1.47,-9.65,1.08,6007115.0,0.6
912.02,-0.15,-0.05,-0.04,1.47,-9.65,1.08,6007011.0,0.6
912.12,-0.13,-0.06,-0.04,1.45,-9.64,1.08,6006983.0,0.6
912.23,-0.13,-0.08,-0.03,1.45,-9.63,1.1,6007084.0,0.6
912.34,-0.15,-0.08,-0.02,1.45,-9.62,1.11,6007238.0,0.6
912.45,-0.17,-0.05,-0.01,1.44,-9.63,1.12,6007270.0,0.6
912.55,-0.2,-0.04,-0.02,1.43,-9.63,1.12,6007307.0,0.6
912.66,-0.21,-0.05,-0.04,1.43,-9.63,1.12,6007411.0,0.6
912.77,-0.18,-0.04,-0.06,1.43,-9.64,1.12,6007297.0,0.6
912.87,-0.14,-0.03,-0.08,1.42,-9.64,1.11,6007306.0,0.6
912.98,-0.11,-0.03,-0.09,1.42,-9.64,1.1,6007454.0,0.6
913.09,-0.11,-0.07,-0.08,1.42,-9.64,1.09,6007601.0,0.6
913.19,-0.11,-0.11,-0.07,1.42,-9.64,1.09,6007668.0,0.6
913.3,-0.11,-0.12,-0.06,1.42,-9.65,1.09,6007731.0,0.6
913.41,-0.09,-0.09,-0.05,1.42,-9.65,1.09,6008183.0,0.6
913.51,-0.1,-0.05,-0.06,1.42,-9.65,1.11,6008325.0,0.6
913.62,-0.14,-0.02,-0.08,1.42,-9.65,1.11,6008431.0,0.6
913.73,-0.16,-0.01,-0.09,1.43,-9.64,1.11,6008511.0,0.6
913.83,-0.15,0.0,-0.08,1.43,-9.62,1.09,6008554.0,0.6
913.94,-0.14,0.02,-0.07,1.43,-9.61,1.07,6008409.0,0.6
914.05,-0.14,0.01,-0.04,1.43,-9.6,1.06,6008148.0,0.6
914.15,-0.15,0.0,-0.02,1.43,-9.62,1.06,6008063.0,0.6
914.26,-0.16,0.02,0.01,1.42,-9.63,1.05,6007920.0,0.6
914.37,-0.17,0.04,0.04,1.42,-9.64,1.05,6007913.0,0.6
914.48,-0.15,0.05,0.05,1.42,-9.65,1.06,6008006.0,0.6
914.58,-0.12,0.03,0.05,1.43,-9.65,1.08,6008067.0,0.6
914.69,-0.13,-0.0,0.04,1.44,-9.66,1.09,6008117.0,0.6
914.8,-0.16,-0.03,0.02,1.42,-9.66,1.1,6007963.0,0.6
914.91,-0.19,-0.02,0.03,1.41,-9.66,1.1,6007830.0,0.6
915.01,-0.19,-0.0,0.03,1.42,-9.65,1.11,6007670.0,0.6
915.12,-0.18,-0.0,0.01,1.43,-9.64,1.13,6007547.0,0.6
915.23,-0.17,-0.02,-0.0,1.43,-9.64,1.13,6007503.0,0.6
915.34,-0.16,-0.03,-0.0,1.42,-9.64,1.12,6007499.0,0.6
915.44,-0.15,-0.0,-0.01,1.4,-9.65,1.1,6007600.0,0.6
915.55,-0.16,0.02,-0.03,1.39,-9.65,1.09,6007650.0,0.6
915.66,-0.17,0.02,-0.04,1.39,-9.65,1.09,6007701.0,0.6
915.77,-0.16,0.02,-0.01,1.41,-9.65,1.09,6007719.0,0.6
915.88,-0.15,0.01,0.03,1.43,-9.64,1.09,6007730.0,0.6
915.99,-0.15,0.0,0.02,1.45,-9.63,1.09,6007855.0,0.6
916.09,-0.15,-0.01,-0.01,1.45,-9.62,1.08,6007978.0,0.6
916.2,-0.15,-0.02,-0.03,1.44,-9.62,1.07,6008043.0,0.6
916.31,-0.13,-0.01,-0.03,1.44,-9.62,1.06,6008091.0,0.6
916.42,-0.11,-0.0,-0.04,1.44,-9.63,1.06,6008105.0,0.6
916.52,-0.09,0.0,-0.06,1.44,-9.64,1.09,6008157.0,0.6
916.63,-0.08,0.0,-0.05,1.44,-9.65,1.11,6008175.0,0.6
916.74,-0.07,-0.01,-0.04,1.44,-9.64,1.13,6008116.0,0.6
916.84,-0.06,-0.01,-0.03,1.44,-9.63,1.12,6008086.0,0.6
916.95,-0.08,-0.02,-0.03,1.44,-9.63,1.1,6008007.0,0.6
917.06,-0.1,-0.05,-0.01,1.44,-9.63,1.09,6007994.0,0.6
917.17,-0.11,-0.05,-0.01,1.44,-9.62,1.1,6008115.0,0.6
917.28,-0.13,-0.04,-0.02,1.44,-9.62,1.1,6008346.0,0.6
917.39,-0.18,-0.06,-0.03,1.44,-9.63,1.09,6008761.0,0.6
917.49,-0.21,-0.07,-0.02,1.44,-9.64,1.09,6008852.0,0.6
917.6,-0.2,-0.07,-0.02,1.44,-9.64,1.07,6008931.0,0.6
917.71,-0.19,-0.08,-0.02,1.44,-9.65,1.06,6009015.0,0.6
917.82,-0.17,-0.09,-0.04,1.44,-9.64,1.05,6009136.0,0.6
917.93,-0.16,-0.11,-0.04,1.44,-9.63,1.07,6009248.0,0.6
918.03,-0.17,-0.11,-0.05,1.45,-9.62,1.08,6009431.0,0.6
918.14,-0.2,-0.06,-0.12,1.49,-9.62,1.09,6009418.0,0.6
918.25,-0.21,0.02,-0.14,1.51,-9.63,1.08,6009370.0,0.6
918.35,-0.22,0.07,-0.09,1.5,-9.65,1.08,6009497.0,0.6
918.46,-0.23,0.08,-0.03,1.46,-9.67,1.08,6009699.0,0.6
918.57,-0.24,0.08,-0.0,1.43,-9.67,1.08,6009914.0,0.6
918.68,-0.23,0.06,0.01,1.42,-9.67,1.08,6010300.0,0.6
918.79,-0.22,0.05,0.02,1.44,-9.66,1.08,6010285.0,0.6
918.9,-0.2,0.03,0.02,1.47,-9.64,1.07,6010184.0,0.6
919.01,-0.16,0.0,0.01,1.49,-9.63,1.05,6010132.0,0.6
919.12,-0.13,-0.02,-0.01,1.48,-9.63,1.03,6010118.0,0.6
919.22,-0.12,-0.03,-0.01,1.45,-9.64,1.03,6009969.0,0.6
919.33,-0.1,-0.03,-0.02,1.44,-9.64,1.04,6009789.0,0.6
919.44,-0.08,-0.01,-0.04,1.44,-9.64,1.06,6009599.0,0.6
919.55,-0.09,0.01,-0.05,1.44,-9.64,1.08,6009406.0,0.6
919.65,-0.12,0.02,-0.03,1.44,-9.63,1.09,6009238.0,0.6
919.76,-0.15,0.01,-0.01,1.45,-9.64,1.11,6009116.0,0.6
919.87,-0.17,-0.02,-0.0,1.46,-9.64,1.11,6008767.0,0.6
919.97,-0.19,-0.03,0.02,1.46,-9.65,1.1,6008610.0,0.6
920.08,-0.19,0.0,0.06,1.47,-9.65,1.09,6008466.0,0.6
920.19,-0.17,0.05,0.09,1.46,-9.64,1.1,6008309.0,0.6
920.3,-0.14,0.08,0.08,1.45,-9.63,1.11,6008113.0,0.6
920.4,-0.13,0.08,0.07,1.44,-9.63,1.11,6007901.0,0.6
920.51,-0.12,0.06,0.07,1.45,-9.63,1.11,6007643.0,0.6
920.62,-0.12,0.03,0.04,1.46,-9.64,1.12,6006950.0,0.6
920.72,-0.11,0.02,-0.01,1.47,-9.65,1.11,6006649.0,0.6
920.83,-0.11,0.02,-0.03,1.48,-9.65,1.09,6006363.0,0.6
920.94,-0.11,0.01,-0.03,1.47,-9.64,1.06,6005925.0,0.6
921.05,-0.13,0.01,-0.03,1.47,-9.63,1.04,6004617.0,0.6
921.16,-0.16,-0.01,-0.04,1.48,-9.63,1.04,6003244.0,0.6
921.26,-0.19,-0.05,-0.05,1.48,-9.64,1.05,6002118.0,0.6
921.37,-0.19,-0.07,-0.05,1.46,-9.65,1.07,6001983.0,0.6
921.48,-0.19,-0.08,-0.03,1.44,-9.66,1.08,6002417.0,0.6
921.59,-0.2,-0.08,0.0,1.43,-9.66,1.09,6003092.0,0.6
921.69,-0.21,-0.09,0.04,1.43,-9.65,1.1,6003136.0,0.6
921.8,-0.21,-0.1,0.08,1.44,-9.64,1.1,6003139.0,0.6
921.91,-0.21,-0.1,0.08,1.46,-9.63,1.11,6003037.0,0.6
922.02,-0.22,-0.08,0.07,1.47,-9.63,1.11,6002739.0,0.6
922.13,-0.23,-0.06,0.05,1.47,-9.63,1.11,6002629.0,0.6
922.24,-0.22,-0.03,0.05,1.47,-9.63,1.12,6002012.0,0.6
922.34,-0.18,-0.0,0.03,1.47,-9.63,1.13,6001346.0,0.6
922.45,-0.12,-0.01,-0.0,1.46,-9.64,1.11,6001238.0,0.6
922.56,-0.07,-0.01,-0.02,1.45,-9.65,1.08,6000988.0,0.6
922.67,-0.08,-0.0,-0.03,1.44,-9.66,1.07,6001154.0,0.6
922.77,-0.11,0.02,-0.05,1.44,-9.67,1.06,6001528.0,0.6
922.88,-0.14,0.04,-0.04,1.45,-9.67,1.05,6001992.0,0.6
922.99,-0.17,0.03,-0.02,1.46,-9.67,1.06,6002554.0,0.6
923.09,-0.17,0.0,-0.01,1.46,-9.67,1.08,6002655.0,0.6
923.2,-0.15,-0.02,-0.01,1.46,-9.66,1.1,6002101.0,0.6
923.31,-0.13,-0.02,-0.01,1.45,-9.66,1.1,6002367.0,0.6
923.42,-0.13,-0.01,-0.01,1.44,-9.66,1.1,6002845.0,0.6
923.53,-0.14,-0.01,-0.01,1.44,-9.67,1.09,6003766.0,0.6
923.63,-0.16,-0.03,-0.02,1.45,-9.68,1.08,6005165.0,0.6
923.74,-0.16,-0.02,-0.04,1.46,-9.68,1.08,6005999.0,0.6
923.85,-0.16,0.02,-0.07,1.46,-9.67,1.08,6006716.0,0.6
923.96,-0.16,0.05,-0.09,1.46,-9.65,1.08,6006806.0,0.6
924.06,-0.15,0.04,-0.09,1.45,-9.64,1.08,6006959.0,0.6
924.17,-0.15,0.02,-0.07,1.44,-9.63,1.07,6006966.0,0.6
924.28,-0.17,-0.02,-0.05,1.43,-9.63,1.06,6006366.0,0.6
924.39,-0.19,-0.06,-0.02,1.43,-9.62,1.05,6005491.0,0.6
924.49,-0.2,-0.08,0.0,1.43,-9.63,1.06,6004637.0,0.6
924.6,-0.2,-0.07,0.04,1.43,-9.64,1.07,6004520.0,0.6
924.71,-0.2,-0.03,0.07,1.43,-9.64,1.08,6004675.0,0.6
924.82,-0.19,0.01,0.07,1.43,-9.64,1.08,6004822.0,0.6
924.92,-0.18,0.01,0.04,1.43,-9.64,1.09,6005108.0,0.6
925.03,-0.18,-0.02,0.0,1.43,-9.63,1.08,6005558.0,0.6
925.14,-0.2,-0.04,-0.01,1.44,-9.63,1.08,6006963.0,0.6
925.25,-0.22,-0.04,-0.0,1.45,-9.63,1.07,6007581.0,0.6
925.35,-0.21,-0.05,0.01,1.45,-9.63,1.07,6008040.0,0.6
925.46,-0.18,-0.06,0.02,1.45,-9.62,1.07,6008105.0,0.6
925.57,-0.15,-0.05,0.02,1.45,-9.62,1.08,6007660.0,0.6
925.68,-0.11,-0.02,0.01,1.45,-9.62,1.1,6007442.0,0.6
925.78,-0.09,-0.0,-0.01,1.45,-9.62,1.12,6007826.0,0.6
925.89,-0.1,-0.02,-0.02,1.44,-9.63,1.13,6008033.0,0.6
926.0,-0.13,-0.04,0.01,1.43,-9.63,1.14,6008171.0,0.6
926.11,-0.14,-0.05,0.02,1.43,-9.63,1.14,6008122.0,0.6
926.21,-0.13,-0.06,-0.01,1.43,-9.64,1.12,6008338.0,0.6
926.32,-0.11,-0.05,-0.04,1.44,-9.64,1.09,6008809.0,0.6
926.43,-0.09,-0.03,-0.05,1.44,-9.65,1.07,6009489.0,0.6
926.53,-0.1,-0.02,-0.05,1.43,-9.66,1.07,6009995.0,0.6
926.64,-0.13,-0.03,-0.05,1.43,-9.66,1.07,6010556.0,0.6
926.75,-0.17,-0.03,-0.03,1.42,-9.66,1.08,6011076.0,0.6
926.86,-0.19,-0.01,-0.02,1.43,-9.66,1.07,6011556.0,0.6
926.97,-0.2,0.01,-0.03,1.43,-9.65,1.07,6012061.0,0.6
927.08,-0.19,0.01,-0.05,1.44,-9.64,1.07,6012421.0,0.6
927.18,-0.15,-0.0,-0.06,1.44,-9.63,1.08,6012475.0,0.6
927.29,-0.13,-0.02,-0.06,1.45,-9.63,1.09,6012562.0,0.6
927.4,-0.11,-0.05,-0.06,1.44,-9.62,1.08,6012705.0,0.6
927.51,-0.11,-0.06,-0.05,1.43,-9.61,1.05,6012978.0,0.6
927.62,-0.12,-0.08,-0.03,1.41,-9.61,1.05,6013295.0,0.6
927.73,-0.12,-0.09,0.01,1.41,-9.62,1.06,6013752.0,0.6
927.83,-0.11,-0.08,0.05,1.41,-9.64,1.08,6013929.0,0.6
927.94,-0.11,-0.07,0.06,1.41,-9.65,1.09,6014071.0,0.6
928.05,-0.14,-0.08,0.05,1.41,-9.66,1.08,6014241.0,0.6
928.16,-0.17,-0.09,0.02,1.43,-9.66,1.08,6014445.0,0.6
928.27,-0.19,-0.07,-0.03,1.44,-9.66,1.1,6014740.0,0.6
928.37,-0.18,-0.04,-0.07,1.45,-9.65,1.12,6015506.0,0.6
928.48,-0.17,-0.01,-0.07,1.45,-9.64,1.13,6015842.0,0.6
928.59,-0.17,0.01,-0.05,1.46,-9.63,1.13,6016122.0,0.6
928.69,-0.16,0.02,-0.04,1.45,-9.63,1.12,6016363.0,0.6
928.8,-0.15,0.01,-0.07,1.45,-9.64,1.1,6016492.0,0.6
928.91,-0.15,-0.01,-0.1,1.43,-9.65,1.09,6016558.0,0.6
929.01,-0.16,-0.02,-0.11,1.42,-9.65,1.09,6016844.0,0.6
929.12,-0.18,-0.02,-0.09,1.41,-9.63,1.08,6017008.0,0.6
